title,title_en,source,url,published_at,language,section
Saudi Construction Cost Index rises 2.3% in July 2026,,argaam.com,https://www.argaam.com/en/article/articledetail/id/1931236,2026-08-23T14:16:00.000000Z,en,Other
2 Historically Profitable Trend-Following Strategies (12% Annually) – QuantifiedStrategies.com,,quantifiedstrategies.com,https://www.quantifiedstrategies.com/2-historically-profitable-trend-following-strategies/,2026-08-23T14:10:15.000000Z,en,Other
月探査機の年内発射断念 中国、水資源調査で,,this.kiji.is,https://news.jp/i/1464249950355276087,2026-08-23T14:10:06.000000Z,ja,Other
75カ国のビザ停止は無効 米地裁、政権に打撃,,this.kiji.is,https://news.jp/i/1464254148324180771,2026-08-23T14:10:06.000000Z,ja,Other
ハーフマラソンで世界新 ケジェルチャ、56分51秒,,this.kiji.is,https://news.jp/i/1464255611755446602,2026-08-23T14:10:06.000000Z,ja,Other
北海道で震度4,,this.kiji.is,https://news.jp/i/1464256490191978996,2026-08-23T14:10:06.000000Z,ja,Other
北海道で震度4 津波の心配なし,,this.kiji.is,https://news.jp/i/1464259893624079070,2026-08-23T14:10:06.000000Z,ja,Other
I chose community college to save money. Now Yale is giving me a full ride.,,businessinsider.com,https://www.businessinsider.com/rio-brazil-community-college-yale-full-ride-2026-8,2026-08-23T14:09:15.000000Z,en,Other
RTSI (1д). Двойное дно. Имбаланс на 1000p.,,smart-lab.ru,https://smart-lab.ru/blog/tradesignals/1342975.php,2026-08-23T14:01:46.000000Z,ru,Other
"""Wild Italy 7. L'antropocene""",,rai.it,https://www.rai.it/ufficiostampa/assets/template/us-articolo.html?ssiPath=/articoli/2026/08/Wild-Italy-7-Lantropocene-e1092f95-e19e-40f9-9a70-b5e05451dd98-ssi.html,2026-08-23T13:50:00.000000Z,it,Other
Количество заказов через приложения бьюти-ритейлеров выросло с начала года на 50% – Новости ритейла и розничной торговли,,retail.ru,https://www.retail.ru/news/kolichestvo-zakazov-cherez-prilozheniya-byuti-riteylerov-vyroslo-s-nachala-goda--23-avgusta-2026-281304/,2026-08-23T13:50:00.000000Z,ru,Other
Qualcomm: The Buy On Meltdown Moment Is Finally Here (Rating Upgrade) (NASDAQ:QCOM),,seekingalpha.com,https://seekingalpha.com/article/4939421-qualcomm-the-buy-on-meltdown-moment-is-finally-here-rating-upgrade,2026-08-23T13:50:00.000000Z,en,Other
"FT lunches with Errol Musk: “I'm Elon's father, not his pal'",,biznews.com,https://www.biznews.com/world-view/ft-lunches-with-errol-musk,2026-08-23T13:49:17.000000Z,en,Other
"FSSAI suspends licence of Marche Retail, restrains SDP Industries from selling ghee",,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/fssai-suspends-license-of-marche-retail-restrains-sdp-industries-from-selling-ghee/article71381187.ece,2026-08-23T13:49:00.000000Z,en,Other
