title,title_en,source,url,published_at,language,section
Seatrium Limited (SMBMY) Q2 2026 Earnings Call Transcript,,seekingalpha.com,https://seekingalpha.com/article/4929189-seatrium-limited-smbmy-q2-2026-earnings-call-transcript,2026-08-01T14:43:08.000000Z,en,Earnings & Guidance
Capital One Financial: Boosting The Income With Preferred Stock (NYSE:COF),,seekingalpha.com,https://seekingalpha.com/article/4928204-capital-one-financial-boosting-the-income-with-preferred-stock,2026-08-01T14:40:00.000000Z,en,Other
"Omnicom: A Cheap Market Leader With Growth, Synergies, And Buybacks (NYSE:OMC)",,seekingalpha.com,https://seekingalpha.com/article/4929180-omnicom-a-cheap-market-leader-with-growth-synergies-and-buybacks,2026-08-01T14:38:25.000000Z,en,Other
'If you pay Trump $100k a month': Sen Murphy blasts POTUS over early access of his Truth Social post,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/if-you-pay-trump-100k-a-month-sen-murphy-blasts-potus-over-early-access-of-his-truth-social-post/videoshow/132791518.cms,2026-08-01T14:36:21.000000Z,en,Other
"67, 121 и 306 купюр: как в банках Беларуси вскрывали фальшивые доллары","67, 121 and 306 banknotes: how counterfeit dollars were uncovered in Belarusian banks",myfin.by,https://myfin.by/article/banki/67-121-i-306-kupur-kak-v-bankah-belarusi-vskryvali-falsivye-dollary-47381,2026-08-01T14:35:16.000000Z,ru,Other
"Psychology says people who never watch a movie without popcorn aren’t doing this just out of habit, it can be more about comfort and nostalgia",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/psychology-says-people-who-never-watch-a-movie-without-popcorn-arent-doing-this-just-out-of-habit-it-can-be-more-about-comfort-and-nostalgia/articleshow/132790725.cms,2026-08-01T14:33:53.000000Z,en,Other
Harmonogram przejęcia Żabki. Miliardy na stole i widmo zniknięcia z giełdy,Żabka takeover schedule. Billions on the table and the specter of delisting from the stock exchange,innpoland.pl,"https://innpoland.pl/229435,zabka-gpw-przejecia-circle-k",2026-08-01T14:33:01.000000Z,pl,Other
"CFTC Fines George Santos $35,000 Over Manipulative Kalshi Trading",,financefeeds.com,https://financefeeds.com/cftc-fines-george-santos-35000-over-manipulative-kalshi-trading/,2026-08-01T14:32:37.000000Z,en,Other
AXA SA 2026 Q2 - Results - Earnings Call Presentation (NEOE:AXA:CA) 2026-08-01,,seekingalpha.com,https://seekingalpha.com/article/4929188-axa-sa-2026-q2-results-earnings-call-presentation,2026-08-01T14:32:29.000000Z,en,Earnings & Guidance
市場先生自語,Mr. Market's Soliloquy,mrmarketofhk.blogspot.com,http://mrmarketofhk.blogspot.com/feeds/5098520680909419809/comments/default,2026-08-01T14:32:15.000000Z,zh,Other
