title,title_en,source,url,published_at,language,section
«Κινούμαι Ηλεκτρικά ΙΙΙ»: Στα 76 εκατ. ευρώ ο προϋπολογισμός – Παράταση έως το τέλος του 2026,"""I Move Electrically III"": Budget at 76 million euros – Extension until the end of 2026",fortunegreece.com,https://www.fortunegreece.com/article/kinoumai-ilektrika-iii-sta-76-ekat-evro-o-proipologismos-paratasi-eos-to-telos-tou-2026/,2026-07-15T15:20:27.000000Z,el,Macro & Policy
من جيتس إلى العائلة.. كيف غيَّـر بافت وجهة ملياراته؟,From Gates to family... How did Buffett change the direction of his billions?,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1920530,2026-07-15T15:20:00.000000Z,ar,Other
В крупном таксопарке Гродно 80% водителей работали «втемную» – владелец поплатился,"In a large taxi fleet in Grodno, 80% of drivers worked off the books – the owner paid the price",myfin.by,https://myfin.by/article/belarus/v-krupnom-taksoparke-grodno-80-voditelej-rabotali-vtemnuu-vladelec-poplatilsa-46968,2026-07-15T15:17:46.000000Z,ru,Other
Warren Buffett says he might be one of the 10 luckiest people on Earth,,businessinsider.com,https://www.businessinsider.com/warren-buffett-luck-age-wealth-investing-stock-market-berkshire-hathaway-2026-7,2026-07-15T15:17:02.000000Z,en,Other
Wärmepumpe: Erstmals beliebteste Heizungsart,Heat pump: Most popular heating type for the first time,iwkoeln.de,https://www.iwkoeln.de/presse/pressemitteilungen/ralph-henger-christian-oberst-jan-buechel-waermepumpe-erstmals-beliebteste-heizungsart.html,2026-07-15T15:17:00.000000Z,de,Other
NY株、続伸して始まる,NY stocks open with continued gains,this.kiji.is,https://news.jp/i/1450129910488007188,2026-07-15T15:13:51.000000Z,ja,Other
米イスラエル首脳、20日にも会談と報道,"US, Israeli leaders to meet as early as the 20th, reports say",this.kiji.is,https://news.jp/i/1450129920132383557,2026-07-15T15:13:51.000000Z,ja,Other
トランプ氏と20日に会談か イスラエル首相近く訪米,Israeli prime minister to visit US soon; may meet with Trump on 20th,this.kiji.is,https://news.jp/i/1450139472362390437,2026-07-15T15:13:51.000000Z,ja,Other
【独自】紙とデジタル、混成希望8割 30年度以降の小中高教科書調査,"[Exclusive] 80% want a mix of paper and digital: Survey on textbooks for elementary, junior high, and high schools from FY2030",this.kiji.is,https://news.jp/i/1450140484725703270,2026-07-15T15:13:51.000000Z,ja,Other
＜あのころ＞「世界リゾート博」が開幕 32年前の7月16日,"<Back then> ""World Resort Expo"" opened 32 years ago on July 16",this.kiji.is,https://news.jp/i/1450140869395006207,2026-07-15T15:13:51.000000Z,ja,Other
Pocket,,thehindubusinessline.com,https://www.thehindubusinessline.com/opinion/cartoons/pocket/article71226627.ece,2026-07-15T15:11:50.000000Z,en,Other
Доллар снова растет — как это повлияет на жилье и сбережения. Курс НБРБ на 16 июля 2026,"Dollar rises again — how will it affect housing and savings? NBRB rate for July 16, 2026",myfin.by,https://myfin.by/article/currency/dollar-snova-rastet-kak-eto-povliaet-na-zile-i-sberezenia-kurs-nbrb-na-16-iula-2026-46967,2026-07-15T15:10:02.000000Z,ru,Other
Frontier Airlines to add Starlink high-speed Wi-Fi on flights,,video.foxbusiness.com,https://www.foxbusiness.com/lifestyle/frontier-airlines-add-starlink-high-speed-wi-fi-flights,2026-07-15T15:04:31.000000Z,en,Other
Xerox signs multi-year technology deal with New York Jets to power team operations,,seekingalpha.com,https://seekingalpha.com/news/4614098-xerox-signs-multi-year-technology-deal-with-new-york-jets-to-power-team-operations,2026-07-15T15:04:10.000000Z,en,Other
«Ανακαίνιση Κατοικίας»: Περισσότερα κλειστά σπίτια εντάσσονται στο πρόγραμμα των 500 εκατ. ευρώ,"""Home Renovation"": More vacant houses included in the 500 million euro program",fortunegreece.com,https://www.fortunegreece.com/article/anakainisi-katoikias-perissotera-kleista-spitia-entassontai-sto-programma-ton-500-ekat-evro/,2026-07-15T15:02:20.000000Z,el,Other
第737回物流川柳 2026年7月16日号｜物流川柳｜物流ウィークリー,"737th Logistics Senryu: July 16, 2026 issue | Logistics Senryu | Logistics Weekly",weekly-net.co.jp,https://weekly-net.co.jp/comic_haiku/199001/,2026-07-15T15:02:18.000000Z,ja,Other
The great Netflix-YouTube convergence is here,,businessinsider.com,https://www.businessinsider.com/the-great-netflix-youtube-convergence-is-here-2026-7,2026-07-15T15:01:17.000000Z,en,Other
Klarna Proves Their Successful Fintech Acquisition Model Thesis Still Compelling (KLAR),,seekingalpha.com,https://seekingalpha.com/article/4922138-klar-proves-their-successful-fintech-acquisition-model-value-thesis-still-compelling,2026-07-15T15:00:36.000000Z,en,Other
BlackRock’s Larry Fink is ‘very bullish’ on the markets over the next 12 months,,seekingalpha.com,https://seekingalpha.com/news/4614099-blackrock-s-larry-fink-is-very-bullish-on-the-markets-over-the-next-12-months,2026-07-15T15:00:22.000000Z,en,Other
Apple Releases AirPods Pro 3 Firmware With iOS 27 Features: How To Install,,forbes.com,https://www.forbes.com/sites/davidphelan/2026/07/15/apple-releases-airpods-pro-3-firmware-with-ios-27-features-how-to-install/,2026-07-15T15:00:13.000000Z,en,Other
The Best Nordstrom Anniversary Sale Deals 2026: Early Access Is on,,businessinsider.com,https://www.businessinsider.com/guides/deals/nordstrom-anniversary-sale-deals-2026-7,2026-07-15T15:00:10.000000Z,en,Other
"Citi $325/$475/$500/$1,500 Checking Bonus",,doctorofcredit.com,https://www.doctorofcredit.com/citi-300-checking-bonus/,2026-07-15T15:00:02.000000Z,en,Other
Northern Iowa Athletics Signs Multiyear Agreement with Taymar,,prweb.com,https://www.prweb.com/releases/northern-iowa-athletics-signs-multiyear-agreement-with-taymar-302824367.html,2026-07-15T15:00:00.000000Z,en,Other
"Wisk, NASA, Electra, BETA Make Major Advanced Air Mobility Moves",,forbes.com,https://www.forbes.com/sites/edgarsten/2026/07/15/wisk-nasa-electra-beta-make-major-advanced-air-mobility-moves/,2026-07-15T15:00:00.000000Z,en,AI Products & Launches
