title,title_en,source,url,published_at,language,section
درب السعودية تعلن آخر التطورات لـ القضية المقامة ضد أعضاء مجلس الإدارة السابقين,Saudi Darb announces latest developments in the case against former board members,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1922631,2026-07-23T15:46:00.000000Z,ar,Other
p.5 INPI Guichet Unique : comment réussir le dépôt des comptes annuels ?,p.5 INPI Single Window: how to successfully file annual accounts?,devenir-rentier.fr,https://www.investisseurs-heureux.fr/t30372-5#p651748,2026-07-23T15:44:19.000000Z,fr,Other
دي آر سي تحصل على أمر شراء من شركة NAVER INNOVATION LLC,DRC obtains purchase order from NAVER INNOVATION LLC,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1922629,2026-07-23T15:44:00.000000Z,ar,Other
سابك تستعرض النتائج المالية للربع الثاني 2026 يوم الخميس القادم,SABIC to review Q2 2026 financial results next Thursday,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1922630,2026-07-23T15:44:00.000000Z,ar,Other
شركة تابعة لـ المصافي تشتري حصة ملكية بنسبة 85% في شركة لوازم المتطورة للصناعة,Al-Masafi subsidiary buys 85% stake in Advanced Industrial Supplies Company,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1922627,2026-07-23T15:43:00.000000Z,ar,Other
1872 Launches with $15M Seed Funding Round,,vcnewsdaily.com,https://vcnewsdaily.com/1872/venture-capital-funding/tbvvtxrdyz,2026-07-23T15:36:06.000000Z,en,Other
"Gold prices today, Thursday, July 23, 2026: Gold price opens below $4,100 as inflation worries clash with safe-haven demand",,finance.yahoo.com,https://finance.yahoo.com/personal-finance/investing/article/gold-prices-today-thursday-july-23-2026-gold-price-opens-below-4100-as-inflation-worries-clash-with-safe-haven-demand-153539220.html,2026-07-23T15:35:39.000000Z,en,Macro & Policy
Blackstone CEO Stephen Schwarzman says firm is 'mindful' of 'excessive exuberance' in AI,,finance.yahoo.com,https://finance.yahoo.com/markets/article/blackstone-ceo-stephen-schwarzman-says-firm-is-mindful-of-excessive-exuberance-in-ai-153438757.html,2026-07-23T15:34:38.000000Z,en,AI & Technology
Instagram Is Cracking Down on Meta Glasses Creeps,,businessinsider.com,https://www.businessinsider.com/instagram-meta-glasses-banning-pickup-prank-creeps-2026-7,2026-07-23T15:34:05.000000Z,en,Other
"Every state ranked by its math and reading test scores, from worst to best",,businessinsider.com,https://www.businessinsider.com/states-ranked-math-reading-test-scores-2026-7,2026-07-23T15:34:05.000000Z,en,Other
"Silver prices today, Thursday, July 23: Silver price hovers near $60, keeping the gold/silver ratio in line with historic averages",,finance.yahoo.com,https://finance.yahoo.com/personal-finance/investing/article/silver-prices-today-thursday-july-23-silver-price-hovers-near-60-keeping-the-goldsilver-ratio-in-line-with-historic-averages-153316952.html,2026-07-23T15:33:16.000000Z,en,Other
"TASI rises 0.3% to 10,804 pts; turnover at SAR 4B",,argaam.com,https://www.argaam.com/en/market-daily-report/3/60140?preview=true,2026-07-23T15:33:00.000000Z,en,Other
Banner Corporation 2026 Q2 - Results - Earnings Call Presentation (NASDAQ:BANR) 2026-07-23,,seekingalpha.com,https://seekingalpha.com/article/4924820-banner-corporation-2026-q2-results-earnings-call-presentation,2026-07-23T15:32:16.000000Z,en,Earnings & Guidance
'The Odyssey' is cleaning up for IMAX. Expect the momentum to continue,,cnbc.com,https://www.cnbc.com/2026/07/23/the-odyssey-imax-ticket-sales-revenue.html,2026-07-23T15:32:05.000000Z,en,Other
