title,title_en,source,url,published_at,language,section
Kinross Gold Corp (KGC) Shares Fall 3.8% -- GF Value Says Still Overvalued,,gurufocus.com,https://www.gurufocus.com/news/9058644/kinross-gold-corp-kgc-shares-fall-38-gf-value-says-still-overvalued,2026-08-28T22:59:37.000000Z,en,Other
JNJ Looks 39.1% Overvalued on GF Value™ as Dividend Sustainability Remains Key,,gurufocus.com,https://www.gurufocus.com/news/9058642/jnj-looks-391-overvalued-on-gf-value-as-dividend-sustainability-remains-key,2026-08-28T22:57:47.000000Z,en,Earnings & Guidance
A Look at Rocket Companies Inc (RKT) After 3.3% Decline -- GF Value $5.24 vs Price $13.77,,gurufocus.com,https://www.gurufocus.com/news/9058641/a-look-at-rocket-companies-inc-rkt-after-33-decline-gf-value-524-vs-price-1377,2026-08-28T22:57:40.000000Z,en,Other
TAK Looks 27.5% Overvalued on GF Value™ Amid Unprofitability and Mixed Growth Signals,,gurufocus.com,https://www.gurufocus.com/news/9058640/tak-looks-275-overvalued-on-gf-value-amid-unprofitability-and-mixed-growth-signals,2026-08-28T22:57:25.000000Z,en,Other
Archer-Daniels-Midland Co (ADM) Stock Up 3.1% but GF Value Says Overvalued -- GF Score: 75/100,,gurufocus.com,https://www.gurufocus.com/news/9058637/archerdanielsmidland-co-adm-stock-up-31-but-gf-value-says-overvalued-gf-score-75100,2026-08-28T22:56:39.000000Z,en,Other
NXPI Looks 8.7% Undervalued on GF Value™ with Solid Dividend Sustainability,,gurufocus.com,https://www.gurufocus.com/news/9058636/nxpi-looks-87-undervalued-on-gf-value-with-solid-dividend-sustainability,2026-08-28T22:56:17.000000Z,en,Earnings & Guidance
TSL COO Nancy Davies to Retire; Brian Liu to Assume Role Amid Valuation Uncertainty,,gurufocus.com,https://www.gurufocus.com/news/9058635/tsl-coo-nancy-davies-to-retire-brian-liu-to-assume-role-amid-valuation-uncertainty,2026-08-28T22:55:51.000000Z,en,Other
Is Expedia Group Inc (EXPE) Overvalued After 3.3% Rally? GF Value Says Overvalued,,gurufocus.com,https://www.gurufocus.com/news/9058633/is-expedia-group-inc-expe-overvalued-after-33-rally-gf-value-says-overvalued,2026-08-28T22:55:29.000000Z,en,Other
Microchip Technology Inc (MCHP) Shares Fall 3.4% -- GF Value Says Still Overvalued,,gurufocus.com,https://www.gurufocus.com/news/9058632/microchip-technology-inc-mchp-shares-fall-34-gf-value-says-still-overvalued,2026-08-28T22:54:27.000000Z,en,Other
10-lane expressway linking HCMC and Long Thanh airport takes shape after one year,,e.vnexpress.net,https://e.vnexpress.net/photo/traffic/10-lane-expressway-linking-hcmc-and-long-thanh-airport-takes-shape-after-one-year-5114095.html,2026-08-28T22:52:55.000000Z,en,Other
Metro extension from Ho Chi Minh City to Long Thanh airport gets urgent green light,,e.vnexpress.net,https://e.vnexpress.net/news/news/traffic/metro-extension-from-ho-chi-minh-city-to-long-thanh-airport-gets-urgent-green-light-5114549.html,2026-08-28T22:52:35.000000Z,en,Other
Spanish tourist says Europe is 20 years behind Singapore after clearing immigration in 5 minutes,,e.vnexpress.net,https://e.vnexpress.net/news/news/traffic/spanish-tourist-says-europe-is-20-years-behind-singapore-after-clearing-immigration-in-5-minutes-5114316.html,2026-08-28T22:52:04.000000Z,en,Other
Traffic chokes roads to Vietnam's busiest airport as 5-day holiday begins,,e.vnexpress.net,https://e.vnexpress.net/photo/news/traffic-chokes-roads-to-vietnams-busiest-airport-as-5-day-holiday-begins-5114710.html,2026-08-28T22:51:36.000000Z,en,Other
