title,title_en,source,url,published_at,language,section
Βρετανία: Νέος ηγέτης των Εργατικών ο Άντι Μπέρναμ – «Είμαι έτοιμος να χτίσουμε μια νέα πολιτική»,"Britain: New Labour leader Andy Burnham – ""I am ready to build a new politics""",fortunegreece.com,https://www.fortunegreece.com/article/vretania-neos-igetis-ton-ergatikon-o-anti-bernam-eimai-etoimos-na-xtisoume-mia-nea-politiki/,2026-07-17T15:05:57.000000Z,el,Other
Reserve Bank of India,,rbi.org.in,https://www.rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=63174,2026-07-17T15:05:00.000000Z,en,Other
Earnings Call,,english.mubasher.info,https://english.mubasher.info/news/4642723/Earnings-Call,2026-07-17T15:02:20.000000Z,en,Earnings & Guidance
Board Decisions by Passing,,english.mubasher.info,https://english.mubasher.info/news/4642724/Board-Decisions-by-Passing,2026-07-17T15:02:15.000000Z,en,Other
"Truist $400/$800 Business Checking Bonus [AL, AR, GA, FL, IN, KY, MD, MS, NC, NJ, OH, PA, SC, TN, TX, VA, WV or DC]",,doctorofcredit.com,https://www.doctorofcredit.com/truist-200-business-checking-bonus-al-ar-ga-fl-in-ky-md-ms-nc-nj-oh-pa-sc-tn-tx-va-wv-or-dc/,2026-07-17T15:00:47.000000Z,en,Other
"Πελέ: Η φανέλα από τον τελικό του Μουντιάλ 1958 πωλήθηκε για 4,9 εκατ. δολάρια",Pelé: Jersey from the 1958 World Cup final sold for 4.9 million dollars,fortunegreece.com,https://www.fortunegreece.com/article/pele-i-fanela-apo-ton-teliko-tou-mountial-1958-polithike-gia-49-ekat-dolaria/,2026-07-17T15:00:10.000000Z,el,Other
SEBI flags ‘Boss Scam’ that targets C-suite officials,,thehindu.com,https://www.thehindu.com/business/markets/sebi-flags-boss-scam-that-targets-c-suite-officials/article71234552.ece,2026-07-17T14:58:07.000000Z,en,Other
Μητσοτάκης: Νέα δωρεά ύψους 160 εκατ. ευρώ από τις τέσσερις συστημικές τράπεζες για την αναβάθμιση του δημόσιου πανεπιστημίου,Mitsotakis: New donation of 160 million euros from the four systemic banks for the upgrade of public university,fortunegreece.com,https://www.fortunegreece.com/article/mitsotakis-nea-dorea-ipsous-160-ekat-evro-apo-tis-tesseris-sistimikes-trapezes-gia-tin-anavathmisi-tou-dimosiou-panepistimiou/,2026-07-17T14:57:58.000000Z,el,Other
Reliance Retail details blueprint to double operating EBITDA in three-year plan,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/services/retail/reliance-retail-details-blueprint-to-double-operating-ebitda-in-three-year-plan/articleshow/132464093.cms,2026-07-17T14:57:27.000000Z,en,Earnings & Guidance
Новому фильму Нолана предрекают рекордную кассу в 2026 году,Nolan's new film is predicted to have record box office in 2026,myfin.by,https://myfin.by/article/zhizn/novomu-filmu-nolana-predrekaut-rekordnuu-kassu-v-2026-godu-47038,2026-07-17T14:54:22.000000Z,ru,Other
Europejczycy pracują coraz dłużej. Nowe dane Eurostatu,Europeans are working longer and longer. New Eurostat data,pulshr.pl,"https://www.pulshr.pl/prawo-pracy/europejczycy-pracuja-coraz-dluzej-nowe-dane-eurostatu,120564.html",2026-07-17T14:53:00.000000Z,pl,Other
The Leading Blog: A Leadership Blog,,leadershipnow.com,https://www.leadershipnow.com/leadingblog/2026/07/same_as_ever_what_never_change.html,2026-07-17T14:52:10.000000Z,en,Other
Opening The Aperture On Global Investing,,seekingalpha.com,https://seekingalpha.com/article/4923023-opening-aperture-global-investing,2026-07-17T14:51:00.000000Z,en,Other
Encore Capital Group: Sustained Tailwinds Warrant Small Position (NASDAQ:ECPG),,seekingalpha.com,https://seekingalpha.com/article/4923021-encore-capital-group-sustained-tailwinds-warrant-small-position,2026-07-17T14:50:51.000000Z,en,Other
"Официальные курсы валют на 18 июля: ¥ — ₽11,5602, $ — ₽78,3987, € — ₽89,8998","Official exchange rates for July 18: ¥ — ₽11.5602, $ — ₽78.3987, € — ₽89.8998",smart-lab.ru,https://smart-lab.ru/blog/news/1329695.php,2026-07-17T14:50:35.000000Z,ru,Other
"Inflation Is Still A Major Problem, Ignore The June Data",,seekingalpha.com,https://seekingalpha.com/article/4923020-inflation-is-still-a-major-problem-ignore-the-june-data,2026-07-17T14:49:58.000000Z,en,Macro & Policy
"Яндекс опроверг заявление Грефа об использовании китайской ИИ-модели Qwen. Компания развивает собственные фундаментальные модели, сохраняет полный цикл разработки и не зависит от внешних решений","Yandex refutes Gref's statement about using the Chinese AI model Qwen. The company develops its own foundational models, maintains a full development cycle and does not depend on external solutions",smart-lab.ru,https://smart-lab.ru/blog/news/1329694.php,2026-07-17T14:49:38.000000Z,ru,AI & Technology
I'm a dietitian on the Mediterranean diet. Here are 7 of my favorite recipes for an easy dinner.,,businessinsider.com,https://www.businessinsider.com/easy-mediterranean-diet-dinner-recipes-dietitian-meal-ideas-2026-7,2026-07-17T14:49:26.000000Z,en,Other
What smart people are saying about China's hot new Kimi K3 AI model,,businessinsider.com,https://www.businessinsider.com/smart-people-saying-chinas-hot-new-kimi-k3-ai-model-2026-7,2026-07-17T14:49:26.000000Z,en,AI & Technology
