title,title_en,source,url,published_at,language,section
Agadir : Une offre hôtelière à renforcer,Agadir: Hotel supply to be strengthened,lavieeco.com,https://www.lavieeco.com/affaires/agadir-une-offre-hoteliere-a-renforcer/,2026-09-26T17:15:55.000000Z,fr,Other
OpenAI expands review of model behavior after more rogue agent incidents emerge,,cnbc.com,https://www.cnbc.com/2026/09/26/openai-agent-model-behavior-review.html,2026-09-26T17:10:32.000000Z,en,AI & Technology
Zmiana czasu bez zmiany czasu. Takiego poniedziałku jeszcze nie było,Time change without changing the clock. There has never been a Monday like this.,pulshr.pl,"https://www.pulshr.pl/zarzadzanie/zmiana-czasu-bez-zmiany-czasu-takiego-poniedzialku-jeszcze-nie-bylo,122055.html",2026-09-26T17:01:00.000000Z,pl,Other
Вазелин лучший блогер на смартлабе вместе с Балаганом... грег ненавидит переодевания...,Vaseline is the best blogger on Smartlab along with Balagan... Greg hates dressing up...,smart-lab.ru,https://smart-lab.ru/blog/1355987.php,2026-09-26T16:59:07.000000Z,ru,Other
BRICS khichdi simmering in the global pot,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/opinion/et-commentary/brics-khichdi-simmering-in-the-global-pot/articleshow/134507171.cms,2026-09-26T16:57:26.000000Z,en,Other
Nvidia Director Mark Stevens Sells $300M Shares Amid Insider Selling Trend (NVDA),,gurufocus.com,https://www.gurufocus.com/news/9099072/nvidia-director-mark-stevens-sells-300m-shares-amid-insider-selling-trend-nvda,2026-09-26T16:55:25.000000Z,en,Semiconductors
Comments on KENDİME YAZILAR: Osmanlı Maliyesinin Çöküş Tarihçesi,Comments on MY ARTICLES: The History of the Collapse of Ottoman Finance,mahfiegilmez.com,https://www.mahfiegilmez.com/feeds/5963917202843813478/comments/default,2026-09-26T16:53:39.000000Z,tr,Other
Сколько дефолтов случилось с 21 по 25 сентября на российском долговом рынке,How many defaults occurred from September 21 to 25 on the Russian debt market,smart-lab.ru,https://smart-lab.ru/blog/1355984.php,2026-09-26T16:52:03.000000Z,ru,Other
"Salaries, minimum wage, incentives, insurance for contractual DTC drivers in focus amid strike",,livemint.com,https://www.livemint.com/money/salaries-minimum-wage-incentives-insurance-da-rest-contractual-dtc-drivers-in-focus-delhi-transport-corporation-strike-11790437588024.html,2026-09-26T16:50:33.000000Z,en,Other
"The 1-Minute Market Report, September 26, 2026 (NYSEARCA:VOO)",,seekingalpha.com,https://seekingalpha.com/article/4949989-the-1-minute-market-report-september-26-2026,2026-09-26T16:48:02.000000Z,en,Other
10 лет инвестиций. Конкурс.,10 years of investments. Contest.,smart-lab.ru,https://smart-lab.ru/blog/1355982.php,2026-09-26T16:47:25.000000Z,ru,Other
