title,title_en,source,url,published_at,language,section
NY円、159円23～33銭,,this.kiji.is,https://news.jp/i/1464965290296804327,2026-08-25T14:33:40.000000Z,ja,Other
同志社が理事長辞任意向と校長解任を発表,,this.kiji.is,https://news.jp/i/1464965455118434582,2026-08-25T14:33:40.000000Z,ja,Other
広8―7D（25日） 広島が逆転勝ち,,this.kiji.is,https://news.jp/i/1464968936061337620,2026-08-25T14:33:40.000000Z,ja,Other
南太平洋バヌアツで噴火,,this.kiji.is,https://news.jp/i/1464969825918042912,2026-08-25T14:33:40.000000Z,ja,Other
ヤ6―8巨（25日） 巨人、逃げ切り勝ち,,this.kiji.is,https://news.jp/i/1464970320886710981,2026-08-25T14:33:40.000000Z,ja,Other
NY円、159円台前半,,this.kiji.is,https://news.jp/i/1464971578903216512,2026-08-25T14:33:40.000000Z,ja,Other
海水浴親子流され父死亡 男児入院、静岡・河津,,this.kiji.is,https://news.jp/i/1464973217211449939,2026-08-25T14:33:40.000000Z,ja,Other
AI生成曲ランクから除外 豪音楽団体、補助使用は可,,this.kiji.is,https://news.jp/i/1464975984418161447,2026-08-25T14:33:40.000000Z,ja,Other
NY株、続伸して始まる,,this.kiji.is,https://news.jp/i/1464982025568780695,2026-08-25T14:33:40.000000Z,ja,Other
堤防から海に落ち、茨城の男性死亡,,this.kiji.is,https://news.jp/i/1464989831843070317,2026-08-25T14:33:40.000000Z,ja,Other
奄美で線状降水帯発生,,this.kiji.is,https://news.jp/i/1464990705915773054,2026-08-25T14:33:40.000000Z,ja,Other
Pawawit Stock-Comment,,pawawit.com,http://www.pawawit.com/feeds/4590494859245384657/comments/default,2026-08-25T14:33:07.000000Z,th,Other
Rothbard vs. the Conservatives on the American and French Revolutions,,mises.org,https://mises.org/podcasts/audio-mises-wire/rothbard-vs-conservatives-american-and-french-revolutions,2026-08-25T14:31:08.000000Z,en,Other
Polacy wracają ze Szwecji. Pensje już nie kuszą jak dawniej,,pulshr.pl,"https://www.pulshr.pl/praca-tymczasowa/polacy-wracaja-ze-szwecji-pensje-juz-nie-kusza-jak-dawniej,121380.html",2026-08-25T14:27:00.000000Z,pl,Other
"Dobre wiadomości z Niemiec. Widać ożywienie gospodarki, rośnie optymizm w biznesie",,pb.pl,https://www.pb.pl/dobre-wiadomosci-z-niemiec-widac-ozywienie-gospodarki-rosnie-optymizm-w-biznesie-1265973,2026-08-25T14:25:40.000000Z,pl,Other
MIS scales all-time high,,argaam.com,https://www.argaam.com/en/article/articledetail/id/1931703,2026-08-25T14:23:00.000000Z,en,Other
I moved to Greece 4 years ago. I've learned that there are downsides to Mediterranean living.,,businessinsider.com,https://www.businessinsider.com/moved-to-greece-downsides-challenges-slow-living-in-athens-2026-8,2026-08-25T14:22:05.000000Z,en,Other
BOOKR Kids: Hungarian EdTech Raises €6.1 Million in Series A,,trendingtopics.at,https://www.trendingtopics.eu/bookr-kids-hungarian-edtech-raises-e6-1-million-in-series-a/,2026-08-25T14:20:50.000000Z,de,Other
Moderna stock upgraded at Wolfe on cancer drug (MRNA:NASDAQ),,seekingalpha.com,https://seekingalpha.com/news/4636627-moderna-stock-upgraded-wolfe-cancer-drug,2026-08-25T14:18:56.000000Z,en,Other
"The 3 New Pricing Models in B2B. Pick One, Because The Old One (Just Seats) Really is Dying",,saastr.com,https://www.saastr.com/the-3-new-pricing-models-in-b2b-pick-one-because-the-old-one-just-seats-is-dying/,2026-08-25T14:10:11.000000Z,en,Other
P&C benennt Berliner Conscious Store in Concept um,,textilwirtschaft.de,https://www.textilwirtschaft.de/sustainability/pc-veraendert-den-namen-des-bisherigen-berliner-conscious-fashion-stores-218013,2026-08-25T14:06:58.000000Z,de,Other
Consumer confidence slips in August as the expectations index sinks,,seekingalpha.com,https://seekingalpha.com/news/4636612-consumer-confidence-slips-in-august-as-expectations-index-sinks,2026-08-25T14:03:10.000000Z,en,Macro & Policy
New home sales plunge more than expected in July,,seekingalpha.com,https://seekingalpha.com/news/4636611-new-home-sales-plunge-more-than-expected-in-july,2026-08-25T14:02:46.000000Z,en,Other
Bank of Montreal CL B PFD 44 declares $0.426 dividend (TSX:BMO.PR.E:CA),,seekingalpha.com,https://seekingalpha.com/news/4636625-bank-of-montreal-cl-b-pfd-44-declares-0_426-dividend,2026-08-25T14:02:38.000000Z,en,Earnings & Guidance
"USAA names Melcher as Chairman of Board, succeeding Zortman",,reinsurancene.ws,https://www.reinsurancene.ws/usaa-names-melcher-as-chairman-of-board-succeeding-zortman/,2026-08-25T14:00:48.000000Z,en,Other
Finding creative solutions to problems in rural Minnesota for 40 years,,mprnews.org,https://www.mprnews.org/episode/2026/08/25/finding-creative-solutions-to-problems-in-rural-minnesota-for-40-years,2026-08-25T14:00:00.000000Z,en,Other
Here are the major earnings after the close Tuesday,,seekingalpha.com,https://seekingalpha.com/news/4636094-here-are-the-major-earnings-after-the-close-tuesday,2026-08-25T14:00:00.000000Z,en,Earnings & Guidance
What analysts are saying about Dick's after its post-earnings collapse (DKS:NYSE),,seekingalpha.com,https://seekingalpha.com/news/4636613-what-analysts-are-saying-about-dicks-after-its-post-earnings-collapse,2026-08-25T13:59:35.000000Z,en,Earnings & Guidance
Chesnara plc (CSNRF) Q2 2026 Earnings Call Transcript,,seekingalpha.com,https://seekingalpha.com/article/4939884-chesnara-plc-csnrf-q2-2026-earnings-call-transcript,2026-08-25T13:59:14.000000Z,en,Earnings & Guidance
iNTELLiGENT iNVESTiEREN,,intelligent-investieren.net,http://www.intelligent-investieren.net/feeds/9154024598176681926/comments/default,2026-08-25T13:58:31.000000Z,de,Other
Comments on 金銀小甲蟲-談金論銀: 金銀比之前世今生,,honsonyip.blogspot.com,http://honsonyip.blogspot.com/feeds/972449511467157255/comments/default,2026-08-25T13:58:31.000000Z,zh,Other
金銀小甲蟲-談金論銀,,honsonyip.blogspot.com,http://honsonyip.blogspot.com/feeds/7202984048384120593/comments/default,2026-08-25T13:58:31.000000Z,zh,Other
財務自由人,,hkfinancial-freedom.blogspot.com,http://hkfinancial-freedom.blogspot.com/feeds/1555571741311223554/comments/default,2026-08-25T13:58:26.000000Z,zh,Other
7 Best AI Accounting Software for Businesses in 2026,,fitsmallbusiness.com,https://fitsmallbusiness.com/best-ai-accounting-software/,2026-08-25T13:58:13.000000Z,en,AI & Technology
7 Best HR Software for Small Business,,fitsmallbusiness.com,https://fitsmallbusiness.com/hr-software-for-small-business/,2026-08-25T13:58:13.000000Z,en,Other
The Bank of Nova Scotia declares CAD 1.14 dividend,,seekingalpha.com,https://seekingalpha.com/news/4636623-the-bank-of-nova-scotia-declares-cad-1_14-dividend,2026-08-25T13:57:35.000000Z,en,Earnings & Guidance
Form 4 Insider Trading in Python: A Filing-Date Event Study,,blog.quantinsti.com,https://blog.quantinsti.com/sec-form-4-insider-trading-python-event-study/,2026-08-25T13:57:18.000000Z,en,Other
Sandisk: The Hidden Mechanism Behind Its 80% Margin Target (NASDAQ:SNDK),,seekingalpha.com,https://seekingalpha.com/article/4939959-sandisk-the-hidden-mechanism-behind-its-80-percent-margin-target,2026-08-25T13:57:05.000000Z,en,Other
Regenxbio: Sell-Off On Hunter Setback Presents A Risky Buy Opportunity (NASDAQ:RGNX),,seekingalpha.com,https://seekingalpha.com/article/4939958-regenxbio-sell-off-on-hunter-setback-presents-a-risky-buy-opportunity,2026-08-25T13:56:11.000000Z,en,Other
Gates and Rockefeller Foundations’ Green Revolution Failing Africa,,nakedcapitalism.com,https://www.nakedcapitalism.com/2026/08/gates-and-rockefeller-foundations-green-revolution-failing-africa.html,2026-08-25T13:55:44.000000Z,en,Other
Cel mai frumos sat din lume s-a săturat de turişti: de la 28 de amenzi la 651,,businessmagazin.ro,https://www.businessmagazin.ro/actualitate/cel-mai-frumos-sat-din-lume-s-a-saturat-de-turisti-de-la-28-de-amenzi-la-651-23224136,2026-08-25T13:54:00.000000Z,ro,Other
Lakeland Industries wins new contracts across Latin America; pipeline grows,,seekingalpha.com,https://seekingalpha.com/news/4636615-lakeland-industries-wins-new-contracts-across-latin-america-pipeline-grows,2026-08-25T13:53:47.000000Z,en,Energy
