title,title_en,source,url,published_at,language,section
Comments on 放下、自由: 2025年結,"Comments on Letting Go, Freedom: 2025 Year-End",freenenjoy.blogspot.com,https://freenenjoy.blogspot.com/feeds/7487632824015950358/comments/default,2026-07-12T04:41:44.000000Z,zh,Other
ONGC drills second geothermal well in Ladakh,,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/ongc-drills-second-geothermal-well-in-ladakh/article71213136.ece,2026-07-12T04:38:34.000000Z,en,Other
US military says it has completed latest round of airstrikes targeting Iran,,thehindubusinessline.com,https://www.thehindubusinessline.com/news/world/us-military-says-it-has-completed-latest-round-of-airstrikes-targeting-iran/article71213080.ece,2026-07-12T04:37:41.000000Z,en,Geopolitics
Apple vs. OpenAI: Inside the Trade-Secret Lawsuit Over the Device Built to Replace the iPhone,,medium.com,https://aminshamim.xyz/apple-vs-openai-inside-the-trade-secret-lawsuit-over-the-device-built-to-replace-the-iphone-fea35d021731?gi=32f4957c479d&source=rss------technology-5,2026-07-12T04:33:27.000000Z,en,Other
楽天お買い物マラソンでAppleギフトカードを買う方法 (7/4～7/11),How to Buy Apple Gift Cards during Rakuten Shopping Marathon (7/4–7/11),card-reviews.com,https://www.card-reviews.com/entry/apple-gift-marathon-method,2026-07-12T04:33:00.000000Z,ja,Other
SyncHack.com絵空事,SyncHack.com Fantasy,inv.synchack.com,https://inv.synchack.com/feeds/2850756184029111658/comments/default,2026-07-12T04:32:10.000000Z,ja,Other
Dmart recasts strategy as rapid delivery competition intensifies,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/dmart-recasts-strategy-as-rapid-delivery-competition-intensifies/articleshow/132340693.cms,2026-07-12T04:31:20.000000Z,en,Other
レム「読者のみなさんへ ：なぜ私は小説を書くのをやめたのか」(1973),"Rem ""To My Readers: Why I Stopped Writing Novels"" (1973)",cruel.hatenablog.com,https://cruel.hatenablog.com/entry/2026/05/31/082752,2026-07-12T04:30:49.000000Z,ja,Other
イランの軍事目標140に攻撃と米中央軍,U.S. Central Command: Attack on 140 Military Targets in Iran,this.kiji.is,https://news.jp/i/1448886344001142988,2026-07-12T04:30:41.000000Z,ja,Geopolitics
アルゼンチン3―1スイス アルゼンチンが延長で勝つ,Argentina 3-1 Switzerland: Argentina Wins in Extra Time,this.kiji.is,https://news.jp/i/1448888227955049415,2026-07-12T04:30:41.000000Z,ja,Other
山本6敗目、大谷1安打 鈴木適時打、吉田は3号,"Yamamoto's 6th Loss, Ohtani 1 Hit; Suzuki Timely Hit, Yoshida's 3rd Home Run",this.kiji.is,https://news.jp/i/1448892131849552062,2026-07-12T04:30:41.000000Z,ja,Earnings & Guidance
"Data center pipeline faces construction delays, cancellations to mount through 2027: Bernstein",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/data-center-pipeline-faces-construction-delays-cancellations-to-mount-through-2027-bernstein/articleshow/132340686.cms,2026-07-12T04:28:43.000000Z,en,Energy
"Delhi records low of 28.3 degrees celsius, partly cloudy sky forecast for day",,thehindubusinessline.com,https://www.thehindubusinessline.com/news/delhi-records-low-of-283-degrees-celsius-partly-cloudy-sky-forecast-for-day/article71213119.ece,2026-07-12T04:28:38.000000Z,en,Earnings & Guidance
Pune building collapse: Toll up at 9 as last body recovered,,thehindubusinessline.com,https://www.thehindubusinessline.com/news/national/pune-building-collapse-toll-up-at-9-as-last-body-recovered/article71213092.ece,2026-07-12T04:26:44.000000Z,en,Other
EPF Scheme 2026: Lost your job? Full PF withdrawal now allowed only after 12 months,,livemint.com,https://www.livemint.com/money/personal-finance/epf-scheme-2026-lost-your-job-full-pf-withdrawal-now-allowed-only-after-12-months-11783828086561.html,2026-07-12T04:25:41.000000Z,en,Other
What's next for Tesla after Q2 delivery results? (TSLA:NASDAQ),,seekingalpha.com,https://seekingalpha.com/news/4612949-whats-next-for-tesla-after-q2-delivery-results,2026-07-12T04:25:24.000000Z,en,Earnings & Guidance
PepsiCo Stock: It’s Undervalued But Recent Growth Struggles Are A Concern (NASDAQ:PEP),,seekingalpha.com,https://seekingalpha.com/article/4921393-pepsico-its-undervalued-but-recent-growth-struggles-are-a-concern,2026-07-12T04:20:58.000000Z,en,Other
Conor McGregor’s Injury: What Happened To His Knee?,,forbes.com,https://www.forbes.com/sites/brianmazique/2026/07/12/conor-mcgregors-injury-what-happened-to-his-knee/,2026-07-12T04:19:38.000000Z,en,Other
"HDFC Bank, HCL Tech among 143 companies to announce earnings this week",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hdfc-bank-hcl-tech-among-143-companies-to-announce-earnings-this-week/articleshow/132340559.cms,2026-07-12T04:19:30.000000Z,en,Earnings & Guidance
"Gold, silver prices today: Check retail rates of 24K, 22K gold, 18K, 999 silver in Delhi, Mumbai, Kolkata, other cities",,livemint.com,https://www.livemint.com/money/personal-finance/gold-silver-prices-today-check-retail-rates-of-24k-22k-gold-18k-999-silver-in-delhi-mumbai-kolkata-other-cities-11783826469753.html,2026-07-12T04:19:07.000000Z,en,Other
"Dividends and stock splits: TCS, Dabur, MRF among nearly 100 stocks turning ex-date this week. Do you own any?",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/dividends-and-stock-splits-tcs-dabur-mrf-among-nearly-100-stocks-turning-ex-date-this-week-do-you-own-any/articleshow/132340548.cms,2026-07-12T04:16:04.000000Z,en,Other
Wildfire breaks out in Jaisalmer's Raimala; op underway to control blaze,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/wildfire-breaks-out-in-jaisalmers-raimala-op-underway-to-control-blaze/articleshow/132340523.cms,2026-07-12T04:09:38.000000Z,en,Other
George Washington Waged a War of Attrition,,armstrongeconomics.com,https://www.armstrongeconomics.com/world-news/war/george-washington-waged-a-war-of-attrition/,2026-07-12T04:08:11.000000Z,en,Geopolitics
Setting the record straight on India’s fuel transition,,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/setting-the-record-straight-on-indias-fuel-transition/article71210744.ece,2026-07-12T04:07:57.000000Z,en,Other
