title,title_en,source,url,published_at,language,section
Mielipide | Kohtuuhintainen asuminen on pidettävä kaikkien ulottuvilla,Opinion | Affordable housing must be kept accessible to everyone.,hameensanomat.fi,https://www.hameensanomat.fi/paakirjoitus-mielipide/9809692,,Finnish,Other
"Παγκόσμιο κραχ στο diesel : Σπάει κάθε ρεκόρ σε Ευρώπη και ΗΠΑ ... ξεπέρασε τα 6 δολ . το γαλόνι , « στεγνώνουν » τα αποθέματα","Global diesel crisis: It breaks every record in Europe and the US ... surpassed $6 per gallon, reserves ""drying up"".",bankingnews.gr,https://www.bankingnews.gr/diethni/articles/900702/pagkosmio-krax-sto-diesel-spaei-kathe-rekor-se-evropi-kai-ipa-kseperase-ta-6-dol-to-galoni-stegnonoun-ta-apothemata,,Greek,Other
"vivo X500 Pro and X500 Pro Max with 6 . 36 ″ 1 . 5K / 6 . 85 2K 144Hz OLED display , Dimensity 9600 Pro , 6510mAh / 8000mAh battery announced","vivo X500 Pro and X500 Pro Max with 6 . 36 ″ 1 . 5K / 6 . 85 2K 144Hz OLED display , Dimensity 9600 Pro , 6510mAh / 8000mAh battery announced",fonearena.com,https://www.fonearena.com/blog/492903/vivo-x500-pro-price-specifications-vivo-x500-pro-max.html,,English,Other
"Paramount Settles WBD Deal Lawsuit , Set to Form Hollywood Superpower","Paramount Settles WBD Deal Lawsuit , Set to Form Hollywood Superpower",businessinsider.com,https://www.businessinsider.com/paramount-skydance-lawsuit-settlement-warner-bros-discovery-deal-david-ellison-2026-9,,English,Other
Global rate hike cycle begins as oil shock raises risk of 75 - 100 bps RBI tightening : Report,Global rate hike cycle begins as oil shock raises risk of 75 - 100 bps RBI tightening : Report,afghanistansun.com,http://www.afghanistansun.com/news/279321175/global-rate-hike-cycle-begins-as-oil-shock-raises-risk-of-75-100-bps-rbi-tightening-report,,English,Energy
"2027 : Obi , Atiku won In their imagination ; they cant defeat me in Rivers Wike","2027 : Obi , Atiku won In their imagination ; they cant defeat me in Rivers Wike",dailypost.ng,https://dailypost.ng/2026/09/21/2027-obi-atiku-won-in-their-imagination-they-cant-defeat-me-in-rivers-wike/,,English,Other
"Trusted geographies will matter more than cheap ones ; India must become strategic global partner , says Amitabh Kant","Trusted geographies will matter more than cheap ones ; India must become strategic global partner , says Amitabh Kant",shanghaisun.com,http://www.shanghaisun.com/news/279320926/trusted-geographies-will-matter-more-than-cheap-ones-india-must-become-strategic-global-partner-says-amitabh-kant,,English,Other
10 of the U youngest billionaires in 2026 and how they got their fortunes,10 of the U youngest billionaires in 2026 and how they got their fortunes,aol.com,https://www.aol.com/articles/10-us-youngest-billionaires-2026-172037000.html,,English,Other
"Вісім компаній відібрано до Skill Partnerships : партнерства можуть мобілізувати до 1 , 6 млн євро інвестицій у розвиток навичок",Eight companies selected for Skill Partnerships: partnerships can mobilize up to €1.6 million in investment in skills development.,me.gov.ua,https://www.me.gov.ua/News/Detail/147987f6-c7ca-4207-a266-1852212e3eec,,Ukrainian,Other
The Next Chapter of Eli Lilly Could Be Bigger Than Investors Expect,The Next Chapter of Eli Lilly Could Be Bigger Than Investors Expect,aol.com,https://www.aol.com/articles/next-chapter-eli-lilly-could-173017000.html,,English,Other
Günün öne çıkan şirket haberleri,Today's featured company news,a24.com.tr,https://www.a24.com.tr/gunun-one-cikan-sirket-haberleri-haberi-40234064h.html,,Turkish,Other
