title,title_en,source,url,published_at,language,section
Trzęsienie ziemi w wypłatach emerytur. Decyzja podjęta,,pulshr.pl,"https://www.pulshr.pl/zarzadzanie/trzesienie-ziemi-w-wyplatach-emerytur-decyzja-podjeta,121933.html",2026-09-20T17:09:00.000000Z,pl,Other
Statsguru: Southeast Asia moves past India in tapping China+1 strategy,,business-standard.com,https://www.business-standard.com/economy/news/statsguru-southeast-asia-moves-past-india-in-tapping-china-1-strategy-126092000844_1.html,2026-09-20T17:02:14.000000Z,en,Other
Ενέργεια: Το diesel στο επίκεντρο της νέας κρίσης – Αυξάνεται η πίεση στην αγορά καυσίμων,,fortunegreece.com,https://www.fortunegreece.com/article/energeia-to-diesel-sto-epikentro-tis-neas-krisis-afxanetai-i-piesi-stin-agora-kafsimon/,2026-09-20T16:58:36.000000Z,el,Other
value and opportunity,,valueandopportunity.com,https://valueandopportunity.com/2026/09/20/some-links-23-2026/,2026-09-20T16:52:40.000000Z,en,Other
Kiverte a biztosítékot Robert Fico kijelentése – A szomszédos államfő is keményen beszólt,,portfolio.hu,https://www.portfolio.hu/global/20260920/kiverte-a-biztositekot-robert-fico-kijelentese-a-szomszedos-allamfo-is-kemenyen-beszolt-863986,2026-09-20T16:43:00.000000Z,hu,Other
Τα σενάρια για το επίδομα θέρμανσης: Ποιοι ωφελούνται – Αναλυτικά παραδείγματα,,capital.gr,https://www.capital.gr/oikonomia/4018150/ta-senaria-gia-to-epidoma-thermansis-poioi-ofelountai-analutika-paradeigmata/,2026-09-20T16:42:32.000000Z,el,Other
ΑΑΔΕ: Εντόπισε 20 κιλά λαθραίου καπνού σε καφέ-μπαρ στη Θεσσαλονίκη – Πώς δρούσε το κύκλωμα,,fortunegreece.com,https://www.fortunegreece.com/article/aade-entopise-20-kila-lathraiou-kapnou-se-kafe-mpar-sti-thessaloniki-pos-drouse-to-kikloma/,2026-09-20T16:35:39.000000Z,el,Other
"Os milagres de Japão, Coreia e Taiwan",,paulogala.com.br,https://www.paulogala.com.br/como-funciona-a-asia-os-milagres-de-japao-coreia-e-taiwan/,2026-09-20T16:33:48.000000Z,pt,Geopolitics
"VLCC shipping rates top $1M per day, Bahri likely to gain",,argaam.com,https://www.argaam.com/en/article/articledetail/id/1937845,2026-09-20T16:33:00.000000Z,en,Other
"Durva lehűlés tart Magyarország felé - Van egy rossz hír, aminek nagyon nem fogunk örülni",,portfolio.hu,https://www.portfolio.hu/gazdasag/20260920/durva-lehules-tart-magyarorszag-fele-van-egy-rossz-hir-aminek-nagyon-nem-fogunk-orulni-863984,2026-09-20T16:30:00.000000Z,hu,Other
AAPL Looks 17.3% Overvalued on GF Value™ as Insider Selling Persists,,gurufocus.com,https://www.gurufocus.com/news/9089254/aapl-looks-173-overvalued-on-gf-value-as-insider-selling-persists,2026-09-20T16:25:40.000000Z,en,Other
Transocean (RIG) Scores an $80 Million Deepwater Contract in Africa,,insidermonkey.com,https://www.insidermonkey.com/news/transocean-rig-scores-an-80-million-deepwater-contract-in-africa-1840539/,2026-09-20T16:24:59.000000Z,en,Other
"Trump signs Russia sanctions law, tariff threat looms over India, China: Can Africa become Putin’s next energy network?",,livemint.com,https://www.livemint.com/news/world/trump-signs-russia-sanctions-law-tariff-threat-looms-over-india-china-can-africa-become-putin-s-next-energy-network-11789918545965.html,2026-09-20T16:24:03.000000Z,en,Macro & Policy
Бывший франчайзи Rostic`s «Фаст фуд маркет» сообщил о намерении подать заявление на банкротство — Право на vc.ru,,vc.ru,https://vc.ru/legal/3149013-fast-fud-markets-bankrotstvo-franchayzi-rostics?from=rss,2026-09-20T16:23:39.000000Z,ru,Other
تداول توافق على مزاولة البلاد المالية أنشطة صناعة السوق على 3 صناديق,,argaam.com,https://www.argaam.com/ar/article/articledetail/id/1937822,2026-09-20T16:22:00.000000Z,ar,Other
"Νέα νίκη για το AfD: 37% στο Μεκλεμβούργο, τρίτο κόμμα στο Βερολίνο - ""Βυθίζεται"" ο Μερτς στο 5,5%",,capital.gr,https://www.capital.gr/diethni/4018149/seismos-sti-germania-protia-gia-to-afd-sto-meklembourgo-buthizetai-to-komma-merts-sto-55/,2026-09-20T16:22:00.000000Z,el,Other
California Resources (CRC) Sells Uinta Assets for $90 Million,,insidermonkey.com,https://www.insidermonkey.com/news/california-resources-crc-sells-uinta-assets-for-90-million-1840536/,2026-09-20T16:21:06.000000Z,en,Other
岡山の建設業「英建」が破産申請へ、負債1.1億円 国内倒産,,fukeiki.com,https://www.fukeiki.com/2026/09/eiken-okayama.html,2026-09-20T16:20:48.000000Z,ja,Other
