title,title_en,source,url,published_at,language,section
Захарова предупредила о возможных провокациях россиян перед выборами в Госдуму,Zakharova warned about possible provocations by Russians before the State Duma elections,kommersant.ru,https://www.kommersant.ru/doc/8893885,2026-08-20T14:19:11.000000Z,ru,Other
DispatchTrack Launches Strategic Planner to Optimize Multi-Week Planning Platform for Route-Based Operations,,prweb.com,https://www.prweb.com/releases/dispatchtrack-launches-strategic-planner-to-optimize-multi-week-planning-platform-for-route-based-operations-302854923.html,2026-08-20T14:17:00.000000Z,en,AI Products & Launches
Korea’s Quarterly Crypto Volume Fell to 98.1 Trillion Won From 125.2 Trillion,,financefeeds.com,https://financefeeds.com/koreas-quarterly-crypto-volume-fell/,2026-08-20T14:16:27.000000Z,en,Other
"After weeks out of public view, Melania Trump returns with a new foster youth push",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/global-trends/after-weeks-out-of-public-view-melania-trump-returns-with-a-new-foster-youth-push/articleshow/133380254.cms,2026-08-20T14:16:14.000000Z,en,Other
"George Michael's Hidden Generosity: £100,000 Easter Donations and Charitable Legacy","George Michael's Hidden Generosity: £100,000 Easter Donations and Charitable Legacy",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/george-michael-who-gave-millions-from-his-music-to-charities-sent-100000-to-disadvantaged-children-every-easter/articleshow/133380187.cms,2026-08-20T14:14:46.000000Z,en,Other
Ben McKenzie Crypto Doc Streams 22 Aug After Streamers Pass,,financefeeds.com,https://financefeeds.com/ben-mckenzies-crypto-documentary-reaches-rent/,2026-08-20T14:11:06.000000Z,en,Other
smallcase Technologies expands under CASE Platforms; Zerodha CASE to be new name for mutual fund business,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/smallcase-technologies-introduces-case-platforms-as-new-corporate-identity/articleshow/133380219.cms,2026-08-20T14:10:50.000000Z,en,Other
«Ozon банк» предупредил о мошеннических приложениях организации в Google Play,"""Ozon Bank"" warned about fraudulent apps of the organization on Google Play",kommersant.ru,https://www.kommersant.ru/doc/8893925,2026-08-20T14:10:43.000000Z,ru,Other
Lightspeed Joins First Class of Certified Integrations in Applied Systems' New Vendor Certification Program,,prweb.com,https://www.prweb.com/releases/lightspeed-joins-first-class-of-certified-integrations-in-applied-systems-new-vendor-certification-program-302854920.html,2026-08-20T14:10:00.000000Z,en,Other
CCPA fines Amazon Rs 1 lakh for selling sweets as Ayodhya Ram Mandir prasad,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/india/ccpa-fines-amazon-rs-1-lakh-for-selling-sweets-as-ayodhya-ram-mandir-prasad/articleshow/133379951.cms,2026-08-20T14:09:45.000000Z,en,Other
"Paris Baguette Expands Their Growing Footprint with a New Café Opening in Hilliard, Ohio on August 20",,restaurantnews.com,https://www.restaurantnews.com/paris-baguette-hillard-dublin-ohio-bakery-cafe-082026/,2026-08-20T14:09:31.000000Z,en,Other
Insight Optix Unveils Latest Release of Legal Hold Evolve™ with Automated Microsoft 365 Preservation and Smarter Compliance Workflows,,prweb.com,https://www.prweb.com/releases/insight-optix-unveils-latest-release-of-legal-hold-evolve-with-automated-microsoft-365-preservation-and-smarter-compliance-workflows-302854912.html,2026-08-20T14:09:00.000000Z,en,Other
【年金の平均受給額一覧表】厚生年金と国民年金の平均はいくら？年金を受け取る年齢は選べる—「繰下げ」と「繰上げ」で年金はどう変わる 次は10月15日が年金支給日,"[Average Pension Benefit Table] What are the averages for Employees' Pension and National Pension? You can choose the age to receive your pension—how does it change with ""deferment"" and ""early receipt""? Next pension payment date is October 15",limo.media,https://limo.media/articles/-/135309,2026-08-20T14:09:00.000000Z,ja,Other
"Aluminium foil uses while travelling: 4 clever hacks to prevent leaky bottles, tangled jewellery and other common packing problems",,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/new-updates/aluminium-foil-uses-while-travelling-4-clever-hacks-to-prevent-leaky-bottles-tangled-jewellery-and-other-common-packing-problems/articleshow/133379922.cms,2026-08-20T14:08:44.000000Z,en,Other
"광고 데이터로 IP를 고르고 직접 판매까지…샌드박스네트워크, 브랜드 재편","Selecting IP with ad data and even direct sales... Sandbox Network, brand reorganization",venturesquare.net,https://www.venturesquare.net/1107291/,2026-08-20T14:08:25.000000Z,ko,Other
"큐비트 수보다 ‘오류를 다루는 법’…마우저, 양자컴퓨팅 EIT 최신호 공개","More than the number of qubits, 'how to handle errors'... Mouser releases latest issue of Quantum Computing EIT",venturesquare.net,https://www.venturesquare.net/1107298/,2026-08-20T14:08:25.000000Z,ko,Other
