title,title_en,source,url,published_at,language,section
SFDL Looks 28.7% Overvalued on GF Value™,,gurufocus.com,https://www.gurufocus.com/news/9082347/sfdl-looks-287-overvalued-on-gf-value,2026-09-15T17:51:58.000000Z,en,Other
GOOG Looks 34.2% Overvalued on GF Value™ as Tokyo Autonomous Ride-Hailing Launches,,gurufocus.com,https://www.gurufocus.com/news/9082346/goog-looks-342-overvalued-on-gf-value-as-tokyo-autonomous-ridehailing-launches,2026-09-15T17:51:39.000000Z,en,Other
BLX Looks 18.2% Overvalued on GF Value™ Amid Price-to-Sales Premium,,gurufocus.com,https://www.gurufocus.com/news/9082345/blx-looks-182-overvalued-on-gf-value-amid-pricetosales-premium,2026-09-15T17:51:15.000000Z,en,Other
KR Looks 9.1% Undervalued on GF Value™ Amid Dividend Growth and Expansion,,gurufocus.com,https://www.gurufocus.com/news/9082344/kr-looks-91-undervalued-on-gf-value-amid-dividend-growth-and-expansion,2026-09-15T17:50:54.000000Z,en,Earnings & Guidance
EXFY Looks 34.8% Overvalued on GF Value™,,gurufocus.com,https://www.gurufocus.com/news/9082343/exfy-looks-348-overvalued-on-gf-value,2026-09-15T17:50:33.000000Z,en,Other
Πιερρακάκης: Η Ευρώπη χρειάζεται μεγαλύτερες τράπεζες και περισσότερη χρηματοδότηση,Pierrakakis: Europe needs bigger banks and more financing,fortunegreece.com,https://www.fortunegreece.com/article/pierrakakis-i-evropi-xreiazetai-megaliteres-trapezes-kai-perissoteri-xrimatodotisi/,2026-09-15T17:46:07.000000Z,el,Other
I Borghi di Barbieri,The Villages of Barbieri,rai.it,https://www.rai.it/ufficiostampa/assets/template/us-articolo.html?ssiPath=/articoli/2026/09/I-Borghi-di-Barbieri-5a979bab-4ee5-4dc1-a4ee-3f419516d2ba-ssi.html,2026-09-15T17:45:00.000000Z,it,Other
"SAMA starts Mada, Himyan cards acceptance in Qatar, Saudi Arabia",,argaam.com,https://www.argaam.com/en/article/articledetail/id/1936622,2026-09-15T17:43:00.000000Z,en,Other
Saudi-Egypt trade exchange hits SAR 444B in 10 years,,argaam.com,https://www.argaam.com/en/article/articledetail/id/1936621,2026-09-15T17:39:00.000000Z,en,Other
NIQ: summer slowdown sparks a September reset in UK grocery shopping,,retailtimes.co.uk,https://retailtimes.co.uk/niq-summer-slowdown-sparks-a-september-reset-in-uk-grocery-shopping/,2026-09-15T17:38:41.000000Z,en,Macro & Policy
Carney announces Productivity Mega Deduction tax incentive to spur business investment in Canada,,betakit.com,https://betakit.com/carney-announces-productivity-mega-deduction-tax-incentive-to-spur-business-investment-in-canada/,2026-09-15T17:38:41.000000Z,en,Other
Greggs opens first supermarket ‘Bitesize Greggs’ in Tesco,,retailtimes.co.uk,https://retailtimes.co.uk/greggs-opens-first-supermarket-bitesize-greggs-in-tesco/,2026-09-15T17:36:20.000000Z,en,Other
"Karnataka declares September 15 as Engineers’ Day, allows ‘Er.’ prefix",,thehindubusinessline.com,https://www.thehindubusinessline.com/news/national/karnataka-declares-september-15-as-engineers-day-allows-er-prefix/article71469802.ece,2026-09-15T17:35:41.000000Z,en,Other
MICC Initiates Coverage by Citigroup -- Rating Set to Neutral,,gurufocus.com,https://www.gurufocus.com/news/9082340/micc-initiates-coverage-by-citigroup-rating-set-to-neutral,2026-09-15T17:35:40.000000Z,en,Other
CNTB Reiterated by BTIG -- Price Target Maintained at $10.00,,gurufocus.com,https://www.gurufocus.com/news/9082339/cntb-reiterated-by-btig-price-target-maintained-at-1000,2026-09-15T17:35:25.000000Z,en,Other
COYA Reiterated by BTIG -- Price Target Maintained at $16.00,,gurufocus.com,https://www.gurufocus.com/news/9082338/coya-reiterated-by-btig-price-target-maintained-at-1600,2026-09-15T17:35:05.000000Z,en,Other
